City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,kapuskasing,49.4169,-82.4331,7.05,81,100,2.57,CA,1731264816
355,jaisalmer,26.9147,70.9181,27.43,23,0,4.28,IN,1731264817
356,balnearia,-31.0088,-62.6673,36.41,23,1,4.42,AR,1731264746
357,alto barinas,8.5931,-70.2261,27.77,70,95,4.57,VE,1731264819
358,borogontsy,62.6683,131.1683,-22.23,100,95,0.85,RU,1731264820
359,minas de marcona,-15.2119,-75.1103,19.96,58,15,5.58,PE,1731264821
360,ar ruways,24.1103,52.7306,25.3,57,6,2.01,AE,1731264822
361,san sebastian de la gomera,28.0916,-17.1133,30.2,13,0,2.06,ES,1731264823
362,quixeramobim,-5.1992,-39.2928,37.06,19,86,3.16,BR,1731264824
363,grand falls-windsor,48.9332,-55.6649,1.7,55,0,5.84,CA,1731264825
364,san luis de la loma,17.2706,-100.8939,29.74,71,90,2.93,MX,1731264827
365,qusar,41.4273,48.4289,5.4,88,37,0.74,AZ,1731264828
366,yeppoon,-23.1333,150.7333,22.95,87,100,4.17,AU,1731264829
367,freetown,8.484,-13.2299,27.39,76,0,2.02,SL,1731264830
368,punaauia,-17.6333,-149.6,27.8,78,75,1.03,PF,1731264832
369,sidrolandia,-20.9319,-54.9614,34.94,26,0,2.67,BR,1731264833
370,koulikoro,14.0,-7.75,27.22,19,4,3.01,ML,1731264834
371,mayahi,13.9553,7.6712,25.05,16,100,4.38,NE,1731264835
372,pirapora,-17.345,-44.9419,29.63,59,0,1.58,BR,1731264712
373,ed damer,17.5928,33.9592,31.71,35,35,8.16,SD,1731264838
374,malango,-2.9627,119.9001,18.52,98,16,1.16,ID,1731264839
375,polyarnyy,69.1989,33.4478,2.87,85,100,3.7,RU,1731264840
376,patong,7.8961,98.2966,26.08,81,67,2.81,TH,1731264841
377,cangucu,-31.395,-52.6756,22.66,50,0,3.64,BR,1731264843
378,uryupinsk,50.8047,42.0138,5.69,58,100,2.85,RU,1731264844
379,nabire,-3.3667,135.4833,24.0,91,18,1.35,ID,1731264845
380,kangding,30.0513,101.9603,8.14,62,2,2.47,CN,1731264749
381,pacific grove,36.6177,-121.9166,19.8,73,0,1.54,US,1731264847
382,oranjestad,12.524,-70.027,29.97,78,75,3.6,AW,1731264587
383,warud,21.4667,78.2667,21.11,53,0,1.58,IN,1731264850
384,labrador city,52.9463,-66.9114,0.95,78,75,6.26,CA,1731264851
385,bandar-e genaveh,29.5791,50.517,26.4,56,100,4.21,IR,1731264852
386,sitka,57.0531,-135.33,7.94,61,75,10.8,US,1731264710
387,brownsville,25.9018,-97.4975,31.97,55,0,3.6,US,1731264807
388,letpandan,17.7833,95.75,22.19,94,13,3.63,MM,1731264856
389,fale old settlement,-9.3852,-171.2468,27.63,77,100,5.06,TK,1731264857
390,kismayo,-0.3582,42.5454,26.48,84,99,3.86,SO,1731264858
391,la sarre,48.8002,-79.1996,5.73,74,100,2.17,CA,1731264859
392,hengchun,22.0042,120.7439,25.52,84,17,7.66,TW,1731264860
393,jining,35.405,116.5814,15.81,85,100,1.85,CN,1731264861
394,corner brook,48.9667,-57.9484,1.91,77,100,5.28,CA,1731264782
395,mirabad,30.4362,61.8383,16.93,41,100,4.41,AF,1731264865
396,ariquemes,-9.9133,-63.0408,33.43,49,100,2.98,BR,1731264727
397,tura,25.5198,90.2201,19.61,90,0,1.43,IN,1731264699
398,quellon,-43.1167,-73.6167,11.04,67,5,5.76,CL,1731264868
399,umm kaddadah,13.6017,26.6876,27.32,17,63,5.97,SD,1731264869
400,ust'-kut,56.7938,105.7672,-10.45,96,100,1.37,RU,1731264870
401,borujen,31.9652,51.2873,10.39,38,100,1.23,IR,1731264871
402,foumban,5.7291,10.9001,18.94,68,7,1.06,CM,1731264872
403,leava,-14.3,-178.1667,27.14,83,100,7.68,WF,1731264873
404,coquimbo,-29.9533,-71.3436,18.85,60,20,5.66,CL,1731264874
405,metahara,8.9,39.9167,24.9,41,32,1.35,ET,1731264876
406,ulsteinvik,62.3432,5.8487,6.07,72,98,2.91,NO,1731264877
407,karatas,36.582,35.3701,20.82,49,100,8.25,TR,1731264878
408,portland,45.5234,-122.6762,13.23,84,75,1.54,US,1731264879
409,inarajan village,13.2736,144.7484,27.54,91,98,7.76,GU,1731264880
410,beira,-19.8436,34.8389,25.05,83,20,5.83,MZ,1731264881
411,villa ocampo,-28.4875,-59.3551,33.9,27,4,3.43,AR,1731264882
412,maputo,-25.9653,32.5892,23.82,88,75,4.63,MZ,1731264646
413,banda aceh,5.5577,95.3222,26.7,76,100,1.65,ID,1731264884
414,baturaja,-4.1333,104.1667,23.46,98,98,0.79,ID,1731264885
415,neiafu,-18.65,-173.9833,25.38,78,75,5.14,TO,1731264886
416,tabou,4.423,-7.3528,26.08,83,63,2.64,CI,1731264887
417,konstantinovsk,47.5828,41.0922,5.25,72,0,2.8,RU,1731264889
418,sinjai,-5.1241,120.253,24.7,83,100,1.72,ID,1731264890
419,sadjoavato,-12.6334,49.349,24.19,86,78,2.6,MG,1731264891
420,backa palanka,45.2508,19.3919,6.01,50,0,2.74,RS,1731264892
421,kimbe,-5.5502,150.1429,24.69,91,100,0.53,PG,1731264893
422,dongola,19.1667,30.4833,24.68,24,5,7.06,SD,1731264894
423,garbahaarrey,3.3289,42.2209,28.37,60,96,1.74,SO,1731264895
424,laojunmiao,39.8333,97.7333,3.55,58,84,0.92,CN,1731264896
425,kalmunai,7.4167,81.8167,25.2,86,76,4.16,LK,1731264897
426,wuyishan,28.0047,117.8114,16.2,96,0,0.34,CN,1731264900
427,oroqen zizhiqi,50.5667,123.7167,-10.51,93,100,0.63,CN,1731264766
428,morehead city,34.7229,-76.726,24.03,63,0,4.63,US,1731264902
429,marka,1.7159,44.7717,26.52,86,18,4.25,SO,1731264903
430,williams lake,52.1415,-122.1445,4.47,86,75,5.66,CA,1731264904
431,sinop,41.7711,34.8709,8.72,74,100,1.38,TR,1731264905
432,igarka,67.4667,86.5833,-11.38,94,100,4.55,RU,1731264906
433,keila,59.3036,24.4131,4.0,86,100,1.48,EE,1731264907
434,forster,-32.1667,152.5167,17.99,94,100,3.29,AU,1731264908
435,vero beach,27.6386,-80.3973,28.91,77,100,9.26,US,1731264746
436,jiexiu,37.0244,111.9125,12.31,71,100,1.19,CN,1731264910
437,lamu,-2.2717,40.902,26.8,85,49,5.32,KE,1731264912
438,geraldton,-28.7667,114.6,15.23,88,0,4.63,AU,1731264913
439,ketchikan,55.3422,-131.6461,5.43,87,100,8.75,US,1731264914
440,at turrah,32.6414,35.9919,16.84,81,1,5.31,JO,1731264915
441,broome,42.2506,-75.833,13.27,43,0,4.12,US,1731264916
442,sao gabriel da cachoeira,-0.1303,-67.0892,28.89,74,75,2.57,BR,1731264917
443,sibolga,1.7427,98.7792,25.22,85,100,1.04,ID,1731264919
444,olyokminsk,60.3736,120.4264,-17.47,99,81,1.25,RU,1731264920
445,kyshtovka,56.555,76.6271,-8.45,88,99,5.13,RU,1731264922
446,lefkada,38.8275,20.7019,15.55,72,20,0.0,GR,1731264923
447,ofunato,39.0717,141.7167,12.31,84,93,2.9,JP,1731264924
448,richfield,44.8833,-93.283,10.71,91,100,4.12,US,1731264925
449,palikir - national government center,6.9248,158.1611,24.41,94,100,1.54,FM,1731264926
450,hobyo,5.3505,48.5268,27.43,77,100,7.09,SO,1731264927
451,los llanos de aridane,28.6585,-17.9182,21.86,73,0,4.12,ES,1731264928
452,lieksa,63.3167,30.0167,1.64,72,97,2.51,FI,1731264929
453,sambava,-14.2667,50.1667,25.13,90,16,2.82,MG,1731264930
454,mount pleasant,32.7941,-79.8626,25.56,73,0,3.6,US,1731264931
455,khromtau,50.2503,58.4347,-0.6,94,100,7.11,KZ,1731264932
456,tocopilla,-22.092,-70.1979,21.22,63,14,4.1,CL,1731264933
457,baringo,0.4667,35.9667,24.75,48,100,1.5,KE,1731264934
458,makungu,-8.7333,35.2833,18.38,90,6,1.97,TZ,1731264936
459,itaituba,-4.2761,-55.9836,35.09,49,20,1.03,BR,1731264937
460,skvyra,49.7318,29.6657,3.06,77,6,2.25,UA,1731264938
461,zuera,41.8677,-0.7898,15.05,71,100,5.03,ES,1731264939
462,arraial do cabo,-22.9661,-42.0278,24.98,73,20,6.17,BR,1731264940
463,jatoba,-9.1831,-38.2689,37.68,21,72,5.9,BR,1731264941
464,playa del ingles,27.7567,-15.5787,27.86,34,0,2.75,ES,1731264909
465,novogornyy,55.63,60.7919,-6.7,79,99,5.11,RU,1731264943
466,kuta,-8.7233,115.1723,26.97,94,20,2.57,ID,1731264944
467,okhotsk,59.3833,143.3,-10.76,76,100,6.51,RU,1731264945
468,an nuhud,12.7,28.4333,26.14,21,7,5.46,SD,1731264946
469,kushnarenkovo,55.105,55.3508,-4.19,86,13,4.44,RU,1731264947
470,ciudad lazaro cardenas,17.9583,-102.2,29.68,66,99,3.42,MX,1731264948
471,tindouf,27.6711,-8.1474,29.25,13,20,1.54,DZ,1731264949
472,vetluga,57.8557,45.781,-1.43,85,24,2.04,RU,1731264951
473,ishigaki,24.3448,124.1572,25.07,88,98,3.6,JP,1731264952
474,karpinsk,59.7654,60.0085,-6.47,73,38,4.74,RU,1731264953
475,barah,13.7,30.3667,27.92,21,26,5.92,SD,1731264954
476,sao joao dos patos,-6.495,-43.7022,36.08,29,100,1.48,BR,1731264955
477,arawa,-6.2132,155.5367,24.56,90,42,0.36,PG,1731264956
478,sanford,28.8006,-81.2731,30.75,72,75,6.17,US,1731264957
479,pyin oo lwin,22.0333,96.4667,16.08,95,43,0.61,MM,1731264958
480,dickinson,29.4608,-95.0513,26.12,88,100,3.6,US,1731264752
481,tanabe,33.7333,135.3667,17.24,92,100,2.22,JP,1731264960
482,impfondo,1.6381,18.0667,20.71,97,46,0.97,CG,1731264962
483,prince rupert,54.3161,-130.3201,7.83,76,100,16.46,CA,1731264963
484,punta del este,-34.9667,-54.95,30.06,30,0,4.12,UY,1731264809
485,carutapera,-1.195,-46.02,29.43,63,24,5.16,BR,1731264965
486,khorinsk,52.1657,109.7726,-7.66,97,94,1.15,RU,1731264966
487,bandarbeyla,9.4942,50.8122,26.4,79,97,8.29,SO,1731264967
488,fisterra,42.9049,-9.2629,16.71,97,100,5.44,ES,1731264968
489,sattahip,12.6664,100.9007,25.05,83,20,2.06,TH,1731264969
490,shevchenko,48.5,35.0,5.65,66,7,2.15,UA,1731264970
491,sao felix do xingu,-6.6447,-51.995,36.0,30,100,0.74,BR,1731264971
492,sisimiut,66.9395,-53.6735,-6.51,84,100,4.77,GL,1731264816
493,chamzinka,54.4019,45.7839,1.95,83,100,2.49,RU,1731264974
494,lubango,-14.9172,13.4925,19.92,77,100,2.57,AO,1731264855
495,erie,42.7667,-78.6664,10.01,83,100,2.68,US,1731264977
496,burang,30.25,81.1667,-1.11,74,7,1.72,CN,1731264978
497,mahina,-17.5065,-149.489,27.87,78,75,1.03,PF,1731264979
498,pauls valley,34.7401,-97.2223,20.23,47,0,2.42,US,1731264980
499,emerald,-23.5333,148.1667,21.86,85,74,5.78,AU,1731264981
500,broadstairs,51.3591,1.4394,10.33,85,85,3.58,GB,1731264982
501,winnemucca,40.973,-117.7357,8.03,46,0,0.0,US,1731264983
502,hecun,36.5333,114.1111,11.98,72,89,1.0,CN,1731264984
503,giyani,-23.3025,30.7187,27.99,48,100,1.39,ZA,1731264986
504,porto novo,6.4965,2.6036,27.9,80,29,2.66,BJ,1731264855
505,dedenevo,56.25,37.5167,0.73,85,31,2.14,RU,1731264988
506,krasnokamensk,50.0979,118.0369,-3.52,46,100,2.02,RU,1731264709
507,goz beida,13.95,20.55,28.11,20,56,4.08,TD,1731264990
508,yishui,35.7847,118.6281,14.64,74,100,1.96,CN,1731264991
509,dudinka,69.4058,86.1778,-22.72,96,91,3.34,RU,1731264992
510,xilin hot,43.9667,116.0333,6.65,61,99,10.03,CN,1731264993
511,maintirano,-18.0667,44.0167,26.61,74,0,3.52,MG,1731264994
512,port-vila,-17.7338,168.3219,18.78,94,40,0.0,VU,1731264995
513,puerto aysen,-45.4,-72.7,7.25,99,100,2.55,CL,1731264733
514,tomohon,1.3346,124.8392,19.52,96,69,0.39,ID,1731264997
515,kodinsk,58.6881,99.1844,-8.33,92,100,2.36,RU,1731264998
516,krasnoarmeysk,51.0239,45.6969,1.14,90,15,2.96,RU,1731265000
517,glencoe,-28.1783,30.147,16.21,93,85,2.31,ZA,1731264841
518,mayma,52.0197,85.9114,3.5,51,100,3.89,RU,1731265002
519,freeport,40.6576,-73.5832,14.47,57,0,7.72,US,1731265004
520,vic-en-bigorre,43.3833,0.05,13.98,83,100,1.19,FR,1731265005
521,paidha,2.4167,30.9855,16.08,92,100,2.78,UG,1731265006
522,aldinga beach,-35.2793,138.4604,18.13,85,100,4.16,AU,1731265007
523,sungai penuh,-2.0833,101.3833,19.2,98,100,0.8,ID,1731265008
524,kitimat,54.0524,-128.6534,5.63,76,96,1.03,CA,1731265010
525,yorkton,51.2167,-102.4677,-0.09,100,100,6.69,CA,1731264750
526,surgut,61.25,73.4167,-9.9,92,75,8.0,RU,1731265012
527,paimio,60.4567,22.6869,3.52,95,100,0.45,FI,1731265014
528,argo,37.6333,22.7333,10.47,71,0,2.66,GR,1731265015
529,tidjikja,18.5564,-11.4271,26.25,12,32,4.6,MR,1731265016
530,laayoune,27.1622,-13.2032,26.19,50,0,6.17,EH,1731265017
531,chu,43.5983,73.7614,5.66,71,0,1.93,KZ,1731265018
532,yei,4.095,30.6779,19.56,94,87,1.99,SS,1731265019
533,boende,-0.2167,20.8667,20.41,98,100,0.23,CD,1731265020
534,tbeng meanchey,13.8167,104.9667,22.49,93,41,0.77,KH,1731265022
535,antalaha,-14.9003,50.2788,24.18,94,15,2.2,MG,1731265023
536,divrigi,39.371,38.1137,9.0,34,100,1.36,TR,1731265024
537,dabeiba,7.0017,-76.2672,25.27,85,100,1.34,CO,1731264903
538,midvagur,62.0511,-7.1939,9.46,87,100,8.75,FO,1731265026
539,shakawe,-18.3667,21.85,28.08,45,95,0.95,BW,1731265027
540,napili-honokowai,20.9708,-156.6705,25.65,84,5,7.58,US,1731265028
541,lyepyel',54.8814,28.6932,5.63,80,100,0.62,BY,1731265029
542,manokwari,-0.8667,134.0833,25.72,81,100,2.07,ID,1731265030
543,flin flon,54.7682,-101.865,1.91,87,100,2.06,CA,1731265031
544,robertsport,6.7533,-11.3686,27.43,80,9,4.06,LR,1731265033
545,heber springs,35.4915,-92.0313,22.67,39,0,3.84,US,1731265034
546,cannonvale,-20.2833,148.7,24.66,73,100,4.29,AU,1731265035
547,hatillo,18.4863,-66.8254,26.17,91,100,8.54,PR,1731265036
548,mugia,43.1041,-9.2179,16.62,97,100,3.87,ES,1731265037
549,las khorey,11.1595,48.1967,26.85,67,30,3.06,SO,1731265038
550,tonj,7.2737,28.6822,25.64,54,53,1.56,SS,1731265039
551,rabaul,-4.1967,152.1721,26.45,79,100,0.36,PG,1731265040
552,buka,40.8108,69.1986,8.6,57,1,2.29,UZ,1731265041
553,fauske,67.2588,15.3918,3.68,60,9,2.35,NO,1731265042
554,tughyl,47.7252,84.2063,3.37,92,100,2.43,KZ,1731265044
555,soio,-6.1349,12.3689,25.24,84,38,1.76,AO,1731265045
556,boromo,11.75,-2.9333,28.31,23,61,3.13,BF,1731265046
557,kone,-21.0595,164.8658,22.48,73,44,1.09,NC,1731264938
558,mwene-ditu,-7.0,23.45,18.23,98,100,1.48,CD,1731265048
559,paghman,34.5875,68.9533,7.02,51,0,0.93,AF,1731265049
560,reggane,26.7158,0.1714,26.7,23,100,1.74,DZ,1731265050
561,zhalantun,48.0,122.7167,-3.41,43,100,0.69,CN,1731265051
562,larache,35.1932,-6.1557,19.39,76,100,4.39,MA,1731265052
563,greenville,35.6127,-77.3663,22.29,64,40,5.14,US,1731265053
564,pangody,65.85,74.4859,-10.11,93,100,10.29,RU,1731265055
565,wenatchee,47.4235,-120.3103,7.25,85,100,1.54,US,1731265056
566,karasburg,-28.0167,18.75,15.6,48,0,8.0,NA,1731265057
567,viedma,-40.8135,-62.9967,18.88,23,100,2.18,AR,1731265058
568,shenjiamen,29.9576,122.298,18.64,88,100,6.73,CN,1731265059
569,kingscliff,-28.2667,153.5667,22.89,88,100,3.6,AU,1731265060
